track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,season,num_followers
Grapejuice,Harry Styles,1,1986,0,199587884.0,7,1,15.0,0,0.0,183,5.0,0,65,88,72,36,14,20,3,Spring,30156319.0
So Good,Halsey,1,1057,0,91781263.0,51,14,19.0,0,0.0,83,3.0,1,63,29,62,4,0,18,4,Summer,21155273.0
Belly Dancer,"BYOR, Imanbek",2,5115,13,383835984.0,109,38,301.0,1,33.0,122,1.0,0,85,42,80,6,0,17,14,Winter,12484102.0
Keep Driving,Harry Styles,1,2094,1,236060709.0,8,1,18.0,0,0.0,165,9.0,0,72,90,48,32,0,18,23,Spring,30156319.0
Cinema,Harry Styles,1,2171,0,189236868.0,18,1,28.0,0,0.0,106,9.0,1,83,90,64,35,5,9,4,Spring,30156319.0
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,896,0,160845341.0,19,0,15.0,0,0.0,77,11.0,0,81,68,58,83,0,11,34,Spring,12484102.0
Only Love Can Hurt Like This,Paloma Faith,1,5148,0,588955257.0,90,22,365.0,0,114.0,91,8.0,0,57,30,89,10,0,33,8,Winter,1213073.0
Hold My Hand,Lady Gaga,1,2528,0,238350348.0,63,8,270.0,2,105.0,148,7.0,0,51,21,63,5,0,41,3,Spring,28473307.0
Daydreaming,Harry Styles,1,1900,1,187703102.0,15,1,23.0,0,0.0,114,4.0,1,71,90,81,31,2,13,3,Spring,30156319.0
Numb,"Marshmello, Khalid",2,3879,2,295307001.0,107,76,86.0,1,9.0,120,-1.0,1,91,63,77,12,1,10,5,Summer,12484102.0
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,896,0,138334433.0,0,0,2.0,0,0.0,92,6.0,0,83,56,82,10,0,9,5,Summer,12484102.0
Me and Your Mama,Childish Gambino,1,8775,0,445590495.0,33,60,107.0,1,0.0,118,5.0,0,56,25,45,1,3,7,3,Fall,11728114.0
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,5290,0,286739476.0,139,73,142.0,0,5.0,123,4.0,1,60,46,71,3,0,16,4,Spring,12484102.0
SLOW DANCING IN THE DARK,Joji,1,10211,0,1122364376.0,38,79,65.0,0,1.0,89,3.0,0,52,28,48,54,1,19,3,Fall,9087613.0
Antes de Perderte,Duki,1,584,8,157136970.0,12,1,8.0,0,1.0,110,5.0,1,81,61,93,49,0,12,11,Summer,9746477.0
Boyfriends,Harry Styles,1,1517,0,137070925.0,26,2,30.0,0,0.0,118,-1.0,0,42,32,20,94,0,11,4,Spring,30156319.0
295,Sidhu Moose Wala,1,246,4,183273246.0,4,106,0.0,0,7.0,90,11.0,1,68,54,76,21,0,11,20,Spring,25933105.0
Tak Ingin Usai,Keisya Levronka,1,220,4,184807630.0,16,5,0.0,0,6.0,130,-1.0,0,49,14,40,82,0,11,3,Spring,2920793.0
En El Radio Un Cochinero,Victor Cibrian,1,514,0,164856284.0,5,36,1.0,0,0.0,154,6.0,1,70,97,62,47,0,10,4,Spring,311522.0
Master of Puppets (Remastered),Metallica,1,6080,0,704171068.0,112,198,406.0,1,0.0,105,4.0,1,54,59,83,0,44,20,4,Spring,26302992.0
BREAK MY SOUL,Beyoncï¿½,1,9724,0,354614964.0,222,61,259.0,14,2.0,115,1.0,1,70,87,88,4,0,26,8,Summer,12484102.0
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2341,0,279717388.0,37,2,38.0,2,0.0,110,1.0,0,91,59,82,8,0,6,8,Summer,12484102.0
Massive,Drake,1,5263,0,195628667.0,66,89,61.0,0,11.0,125,4.0,1,51,5,68,12,2,15,6,Summer,82003259.0
Betty (Get Money),Yung Gravy,1,2402,0,221752937.0,45,2,26.0,0,1.0,102,1.0,0,73,62,75,0,0,34,8,Summer,1626206.0
Ojos Marrones,Lasso,1,795,11,263280370.0,26,18,15.0,1,4.0,120,8.0,1,81,72,65,4,0,14,4,Winter,693613.0
POP!,Nayeon,1,571,0,213505179.0,19,21,14.0,0,2.0,97,2.0,0,80,36,86,4,0,3,5,Summer,1435377.0
Layla,"Schï¿½ï¿½rze, DJ R",2,832,3,130419412.0,18,124,24.0,1,0.0,140,5.0,1,44,41,92,0,0,44,7,Spring,12484102.0
MORE,j-hope,1,565,0,155795783.0,6,52,11.0,0,0.0,97,2.0,0,78,31,72,1,0,11,4,Summer,16495257.0
Sweet Child O' Mine,Guns N' Roses,1,41231,1,1553497987.0,228,151,,3,99.0,125,6.0,0,45,67,90,9,11,10,5,Winter,30267095.0
Last Last,Burna Boy,1,4526,12,293466523.0,156,275,150.0,3,128.0,88,3.0,1,80,55,56,13,0,8,9,Spring,7199448.0
SNAP,Rosa Linn,1,1818,0,711366595.0,3,0,63.0,0,353.0,170,-1.0,0,56,52,64,11,0,45,7,Spring,313910.0
Sticky,Drake,1,2814,0,191448892.0,38,105,25.0,0,2.0,137,10.0,1,88,8,49,9,0,9,14,Summer,82003259.0
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,1601,0,85924992.0,11,0,2.0,0,0.0,157,9.0,0,88,52,69,0,0,8,23,Summer,12484102.0
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,894,4,176103902.0,28,0,54.0,0,0.0,130,6.0,0,95,83,57,54,0,10,25,Summer,12484102.0
La Loto,"Anitta, Tini, Becky G",3,945,0,121189256.0,49,3,57.0,0,0.0,90,1.0,0,85,80,83,10,0,8,11,Summer,12484102.0
die first,Nessa Barrett,1,767,0,131746175.0,25,0,22.0,0,0.0,183,8.0,1,44,44,67,7,0,12,13,Summer,1159048.0
Afraid To Feel,LF System,1,5898,5,244790012.0,129,55,128.0,0,101.0,128,1.0,0,58,68,91,2,0,27,11,Spring,62044.0
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,685,2,129314708.0,17,0,24.0,0,30.0,130,3.0,1,71,78,40,46,0,7,45,Summer,12484102.0
cï¿½ï¿½mo dormi,Rels B,1,1452,35,331511413.0,16,15,20.0,0,0.0,126,1.0,0,63,56,43,24,0,12,23,Summer,6078065.0
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,1456,0,219196651.0,53,2,33.0,0,0.0,120,-1.0,0,77,94,87,2,0,23,12,Summer,12484102.0
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2107,0,170732845.0,51,1,50.0,0,0.0,130,4.0,1,72,18,46,7,0,28,8,Summer,12484102.0
Caile,Luar La L,1,1494,2,273914335.0,17,12,15.0,0,0.0,122,-1.0,0,70,46,76,30,0,9,45,Winter,486481.0
Si Te La Encuentras Por Ahï¿½,Feid,1,1379,4,179061440.0,23,10,18.0,0,0.0,172,8.0,1,74,46,58,15,0,13,8,Summer,8257073.0
GIVENCHY,Duki,1,625,4,185236961.0,13,18,12.0,0,0.0,103,8.0,0,61,38,62,14,0,23,40,Summer,9746477.0
ALIEN SUPERSTAR,Beyoncï¿½,1,2688,0,171788484.0,39,47,36.0,0,0.0,122,10.0,1,55,46,64,0,0,17,10,Summer,12484102.0
Mary On A Cross,Ghost,1,2668,2,387080183.0,38,266,78.0,0,141.0,130,11.0,0,47,56,90,0,0,10,4,Fall,2808847.0
Attention,NewJeans,1,799,12,264717480.0,14,141,9.0,0,1.0,105,10.0,1,81,70,65,24,0,8,4,Summer,6097299.0
THE SHADE,Rex Orange County,1,1189,6,244928911.0,17,10,16.0,0,4.0,120,5.0,0,90,73,51,39,0,9,6,Spring,5719801.0
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,367,0,97610446.0,28,67,195.0,0,0.0,145,7.0,0,56,43,53,24,0,12,4,Summer,3541350.0
El Rescate,"Grupo Marca Registrada, Junior H",2,527,4,287278853.0,10,43,3.0,1,0.0,99,7.0,1,79,64,59,28,0,11,14,Summer,12484102.0
Heartless,Kanye West,1,17504,34,887906111.0,63,39,,0,2.0,88,10.0,1,79,66,65,5,0,25,14,Winter,22020425.0
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,3113,0,123473120.0,54,6,124.0,1,0.0,126,9.0,0,81,90,73,28,0,29,4,Summer,12484102.0
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,685,5,295152154.0,15,79,4.0,2,0.0,136,-1.0,0,77,71,75,33,1,13,4,Summer,12484102.0
JGL,"Luis R Conriquez, La Adictiva",2,782,9,323455692.0,15,33,6.0,1,0.0,113,8.0,0,70,97,59,55,0,27,12,Winter,12484102.0
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2442,0,240918092.0,81,4,248.0,1,6.0,132,11.0,0,82,49,88,20,0,21,3,Summer,12484102.0
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,1112,4,191873381.0,22,2,65.0,1,3.0,135,8.0,0,77,74,74,47,0,34,8,Spring,12484102.0
Hold Me Closer,"Elton John, Britney Spears",2,4967,0,284216603.0,165,10,177.0,4,73.0,126,-1.0,0,67,49,77,11,0,19,11,Fall,12484102.0
Forget Me,Lewis Capaldi,1,2520,4,239411309.0,93,95,84.0,9,202.0,102,1.0,1,67,72,74,30,0,36,4,Fall,11917402.0
After LIKE,IVE,1,767,12,265548837.0,20,129,11.0,0,12.0,125,-1.0,0,68,80,92,10,0,9,12,Summer,3504733.0
Bound 2,Kanye West,1,19806,7,703301727.0,33,11,274.0,0,0.0,149,1.0,0,37,28,66,14,0,9,5,Winter,22020425.0
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,5153,6,244585109.0,102,53,113.0,12,0.0,137,-1.0,0,74,71,89,24,61,15,5,Summer,12484102.0
Talk that Talk,TWICE,1,615,0,189476119.0,14,77,15.0,1,2.0,120,3.0,1,77,78,91,14,0,33,12,Summer,19256823.0
BILLIE EILISH.,Armani White,1,2537,0,277132266.0,49,1,67.0,11,1.0,100,1.0,0,90,75,50,11,0,9,26,Winter,490781.0
Ferxxo 100,Feid,1,1647,30,278920007.0,20,49,23.0,2,2.0,164,8.0,1,70,58,57,25,0,15,7,Summer,8257073.0
KU LO SA - A COLORS SHOW,Oxlade,1,2019,8,222410722.0,117,72,107.0,1,7.0,93,10.0,1,65,79,66,31,0,22,7,Summer,651401.0
Prohibidox,Feid,1,1473,12,185392587.0,25,36,25.0,1,0.0,180,1.0,1,65,52,80,5,0,6,25,Fall,8257073.0
Static,Steve Lacy,1,1613,0,202452860.0,21,15,13.0,0,0.0,79,1.0,0,34,22,31,43,63,10,7,Summer,3858474.0
The Scientist,Coldplay,1,30992,6,1608164312.0,124,25,,1,0.0,146,5.0,0,56,21,44,73,0,11,2,Summer,48101715.0
Sparks,Coldplay,1,10826,4,624101957.0,24,0,805.0,0,0.0,103,1.0,0,37,17,27,75,5,10,3,Summer,48101715.0
Talk,YEAT,1,920,0,148461629.0,10,1,8.0,0,0.0,140,4.0,1,70,26,76,8,0,54,23,Fall,3513575.0
XQ Te Pones Asï¿½,"Yandel, Feid",2,308,0,47093942.0,6,1,6.0,0,0.0,92,10.0,0,81,48,70,13,0,15,7,Fall,12484102.0
Selfish,PnB Rock,1,2468,0,380319238.0,15,0,0.0,0,0.0,102,1.0,1,64,4,60,11,0,19,4,Summer,4040766.0
Sin Seï¿½ï¿½,"Ovy On The Drums, Quevedo",2,1097,2,209106362.0,18,10,13.0,1,1.0,118,11.0,1,82,75,85,33,1,11,4,Summer,12484102.0
Lady Mi Amor,Feid,1,330,0,53987404.0,3,0,2.0,0,0.0,93,2.0,0,78,75,62,6,0,15,6,Fall,8257073.0
Poland,Lil Yachty,1,1584,0,115331792.0,38,0,24.0,0,0.0,150,5.0,1,70,26,56,14,83,11,5,Summer,9436667.0
THE LONELIEST,Mï¿½ï¿½ne,1,1585,5,225093344.0,78,65,328.0,1,198.0,130,2.0,0,52,24,60,0,0,8,3,Fall,12484102.0
Bye Bye,"Marshmello, Juice WRLD",2,766,0,84697729.0,16,0,9.0,0,0.0,83,3.0,1,65,24,53,6,0,51,4,Fall,12484102.0
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,836,0,159240673.0,14,1,13.0,0,0.0,102,9.0,0,84,43,75,5,0,6,8,Summer,12484102.0
Nxde,(G)I-DLE,1,430,6,170709584.0,14,116,9.0,0,11.0,136,4.0,1,73,65,91,4,0,48,18,Fall,7832861.0
Miss You,Southstar,1,2020,0,154356956.0,77,10,119.0,0,40.0,145,9.0,0,66,24,58,17,0,19,5,Spring,111347.0
we fell in love in october,girl in red,1,6858,0,723043854.0,31,21,15.0,0,4.0,130,7.0,0,57,24,37,11,18,16,3,Fall,6564819.0
2 Be Loved (Am I Ready),Lizzo,1,3682,6,247689123.0,41,0,158.0,2,68.0,156,7.0,0,72,92,77,9,0,8,11,Summer,5670495.0
Celestial,Ed Sheeran,1,1639,0,176474912.0,86,14,80.0,0,37.0,123,2.0,0,57,50,85,5,0,16,4,Fall,115407525.0
Typa Girl,BLACKPINK,1,452,10,235549288.0,2,129,13.0,0,1.0,132,7.0,0,92,53,62,7,0,63,10,Fall,46866673.0
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,668,1,140430339.0,0,0,31.0,0,-1.0,125,3.0,1,49,13,74,0,0,9,4,Winter,12484102.0
California Breeze,Lil Baby,1,991,0,85559365.0,36,38,13.0,0,3.0,162,5.0,1,74,22,67,0,0,11,46,Fall,15851150.0
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,869,7,146223492.0,14,12,12.0,2,28.0,138,10.0,0,80,82,81,14,0,13,36,Fall,12484102.0
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,648,4,187701588.0,0,0,30.0,0,0.0,161,10.0,1,59,62,60,12,0,5,44,Summer,12484102.0
Major Distribution,"Drake, 21 Savage",2,1545,0,154863153.0,22,7,15.0,0,0.0,131,8.0,1,91,23,55,1,0,7,32,Fall,12484102.0
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,1930,0,191333656.0,24,8,17.0,0,1.0,122,4.0,1,75,45,63,6,0,35,12,Fall,12484102.0
Vigilante Shit,Taylor Swift,1,1948,0,253650850.0,12,9,16.0,0,0.0,80,4.0,1,80,16,28,17,0,12,39,Fall,92699744.0
Question...?,Taylor Swift,1,1608,0,223064273.0,10,3,12.0,0,0.0,109,7.0,0,75,11,50,20,0,30,17,Fall,92699744.0
On BS,"Drake, 21 Savage",2,1338,0,170413877.0,9,20,7.0,0,0.0,158,9.0,0,84,33,36,2,0,39,59,Fall,12484102.0
Mastermind,Taylor Swift,1,1936,0,218320587.0,7,5,13.0,0,0.0,126,4.0,0,66,12,35,55,0,9,14,Fall,92699744.0
Circo Loco,"Drake, 21 Savage",2,1794,0,141720999.0,26,9,17.0,0,3.0,104,1.0,0,73,25,61,1,0,32,7,Fall,12484102.0
Labyrinth,Taylor Swift,1,1597,0,187339835.0,6,3,15.0,0,0.0,110,-1.0,0,48,15,31,80,22,12,4,Fall,92699744.0
Spin Bout U,"Drake, 21 Savage",2,1652,2,198365537.0,26,52,10.0,0,95.0,130,7.0,0,77,20,70,1,0,16,5,Fall,12484102.0
Sweet Nothing,Taylor Swift,1,1747,0,186104310.0,9,6,13.0,0,2.0,177,-1.0,0,34,39,16,97,0,12,5,Fall,92699744.0
"Would've, Could've, Should've",Taylor Swift,1,1715,0,177503916.0,4,5,8.0,0,0.0,158,7.0,0,48,55,84,43,0,15,12,Fall,92699744.0
Con La Brisa,"Ludwig Goransson, Foudeqush",2,486,0,71095708.0,8,1,7.0,0,0.0,114,2.0,1,62,25,44,51,33,14,3,Fall,12484102.0
Privileged Rappers,"Drake, 21 Savage",2,1007,0,112436403.0,6,5,3.0,0,0.0,144,5.0,0,93,62,61,0,0,12,20,Fall,12484102.0
The Astronaut,Jin,1,481,9,203436468.0,10,100,15.0,1,27.0,125,5.0,0,54,22,76,0,0,14,3,Fall,930101.0
BackOutsideBoyz,Drake,1,1045,0,93367537.0,8,5,2.0,0,0.0,142,5.0,1,85,40,43,4,0,39,32,Fall,82003259.0
Broke Boys,"Drake, 21 Savage",2,1060,0,106249219.0,3,8,5.0,0,0.0,120,2.0,0,64,11,53,1,0,25,27,Fall,12484102.0
The Great War,Taylor Swift,1,1274,0,181382590.0,1,6,11.0,0,0.0,96,5.0,0,57,55,74,22,0,8,4,Fall,92699744.0
My Mind & Me,Selena Gomez,1,953,0,91473363.0,61,13,37.0,1,0.0,144,9.0,0,60,24,39,57,0,8,3,Fall,46521317.0
Bigger Than The Whole Sky,Taylor Swift,1,1180,0,121871870.0,4,0,8.0,0,0.0,166,6.0,0,42,7,24,83,1,12,6,Fall,92699744.0
A Veces (feat. Feid),"Feid, Paulo Londra",2,573,0,73513683.0,2,0,7.0,0,0.0,92,1.0,0,80,81,67,4,0,8,6,Fall,12484102.0
En La De Ella,"Feid, Sech, Jhayco",3,1320,0,133895612.0,29,26,17.0,0,0.0,97,1.0,0,82,67,77,8,0,12,5,Fall,12484102.0
Alone,Burna Boy,1,782,2,96007391.0,27,18,32.0,1,0.0,90,4.0,1,61,32,67,15,0,11,5,Fall,7199448.0
